feature1,feature2,cluster
5.807660897887908,2.227590527241945,1
-4.059861054118883,9.082849103004351,0
5.465295185216132,2.7866793199413706,1
5.01102470959941,1.3691844972249114,1
4.10962121785566,1.1802968516783878,1
5.470214652772347,1.1170858580318648,1
-3.2112507169301026,8.686623981600555,0
5.330022827939214,1.5719492120548957,1
6.142235888324129,2.047264464360507,1
4.063107505659769,2.728560909766488,1
-3.6601912004750528,9.389984146543995,0
3.319645629207459,3.8046284497950857,1
-4.234115455565783,8.451998598957351,0
-1.6966718006585522,10.370526156769147,0
4.884845407336824,1.4662265085696022,1
-3.348415146275389,8.70507375234711,0
4.962597396566191,1.145938740388409,1
3.9880427284259423,2.020568355257146,1
5.2169509634086415,1.7701242978977394,1
-2.216125149754069,8.299934710171955,0
-2.9841429342137062,8.36095689562461,0
-1.4261463798774732,10.068088180233227,0
4.688400464172928,1.1422195675296942,1
-2.147802017544336,10.552322694664293,0
5.396867452873453,1.0510043597631067,1
-3.317691225945938,8.512529084613787,0
-1.593795505350676,9.343037237858008,0
4.5771997389549295,2.9283120044419704,1
5.272660702334386,4.243862541745128,1
-4.116680857613978,9.198919986730628,0
4.739211141657327,2.724556807312521,1
5.841092758392046,1.5650943109191806,1
-3.7094940301085266,8.679784892357375,0
-2.45098890460675,7.8713158303677,0
-2.2282057553177177,8.391586608377729,0
-1.3663748085377296,9.766219160885097,0
-1.4781981005567992,9.945566247314522,0
-2.9726153158652124,8.548556374628067,0
-2.9698363940125376,10.071408354417239,0
-1.9872560574358524,9.31127080143151,0
5.285254785813249,3.341801241473081,1
4.71724714387572,1.1118854826124682,1
-0.19453905637924152,7.147020935606575,0
-3.4286218572865534,10.564220533215863,0
-1.031303578311234,8.496015909924676,0
-1.0435488541311961,8.788509827711788,0
-3.110904235282147,10.866564312707261,0
-3.490706274100701,9.476389602461595,0
2.9267443071372234,3.3270420581061453,1
5.5903026744141515,1.3962660282783288,1
5.511003539659794,1.647146151772891,1
3.8216581529946287,4.065556959626193,1
3.6541527898925574,2.477216199458576,1
5.5094847563337614,3.328807542745683,1
-1.7181656760097033,8.104898673403584,0
4.109377688617574,1.3973514432960519,1
5.351493714316991,0.848527592102863,1
6.2848465497293855,1.7241336443843536,1
4.086229530880919,0.7752917913518835,1
-2.185113653657955,8.629203847782007,0
5.566056383759743,3.8825863244108625,1
5.00647708232495,1.0332898976133769,1
-2.151410262704467,9.575070654566558,0
-2.251647232329986,8.939840212432156,0
-2.422150554814579,8.715278777732456,0
-2.267235351486716,7.101005883540525,0
-2.6248459054409907,8.713182432609035,0
-3.3017183614854506,8.899549686731424,0
-5.750464963121823,7.989898486864034,0
4.711445073447494,1.4955122371756153,1
-2.2130773459881743,9.275341400378213,0
6.829681769445774,1.1648713985855805,1
-0.9299848075453587,9.781720857351232,0
-1.68713746305826,10.91107911085227,0
6.1910308117506245,2.0888443182335905,1
-5.128942727142494,9.836188632573547,0
-0.38704142604011693,10.04675138874947,0
-2.4449176039572875,7.936541350269017,0
-1.6095977476194996,9.321585649074933,0
-2.5862993324668544,9.355438103014967,0
4.618977242263953,2.090497067249514,1
-2.2587047727068734,9.360734337695298,0
-3.5220287433871738,9.328533460793597,0
4.620862628325413,0.9706403193029232,1
-2.6609827180883334,9.6026033346829,0
4.760174467940001,2.487608517999481,1
-2.9013057761849077,7.550771180066205,0
-2.004210344072293,9.880041322368445,0
5.819318956949388,1.5039940318360272,1
3.9933059519855747,0.8916216803263368,1
3.883528090943798,0.5509159743430578,1
-2.3360166972015683,9.39960350792716,0
-2.5450236621627016,10.57892978401233,0
3.191794494730777,0.5657059095641768,1
5.034330978606398,1.552185203120469,1
-3.393055059253883,9.16801123414385,0
4.152272612155608,1.540611496121111,1
3.81765844066167,2.2168568954326444,1
-4.4279688383517914,8.987772252749107,0
-3.746148333930832,7.693829515114047,0
-3.2924509153889874,8.692224611992648,0
-2.5439093927579934,7.845608090578791,0
-3.571501336778855,9.487878558833504,0
3.24131126240896,2.536138920631303,1
-3.3559913411211553,7.499438903512459,0
-1.3460338708977906,9.02451918921791,0
3.602632681901645,1.7828310058571237,1
6.091022444023143,2.932440510025939,1
-2.496195731174843,10.46782020535564,0
-3.7700815773877956,9.9321480752531,0
4.400930789361691,1.0656060218991341,1
2.168234336100812,1.176274428470255,1
-2.4416694183648264,7.589537941984867,0
6.7006267611100885,3.7285105263839364,1
-2.7617657744459105,7.766502946233474,0
-1.9941499367467024,12.867017618853044,0
5.646171645442542,1.3962778144175831,1
5.321831807523065,1.662902927347276,1
-3.4172216985739614,7.601982426863032,0
-3.436128094630833,8.954760772136524,0
-0.8767863191211149,7.584144750237691,0
3.335409335723248,2.6428422327707706,1
4.5275507865372715,1.7522000844075094,1
5.614998569645852,1.8261123024385935,1
5.254045536271526,2.730677393988037,1
-3.2245013323127183,9.693883877132999,0
3.7414641648797433,2.4650888554472377,1
5.497538459430121,1.813231153977305,1
-2.4636257831489363,8.362685780592507,0
-3.7005011202553986,9.670839736832153,0
4.3704720017835434,2.690711939736694,1
-3.837383671951181,9.211147364067447,0
-1.7707310430573397,9.185654409388293,0
5.052810290503726,1.409445131136757,1
-2.7173198734100255,8.52128519353949,0
-3.6155325970587784,7.8180795041176525,0
3.9214346149756656,1.7597225322288848,1
6.2684943817993934,0.5930682257258406,1
7.718759644683339,3.0927445953753088,1
4.964045188716543,1.8430266295730475,1
-2.581207744633084,10.017819026090347,0
-3.4997339481834384,8.447988398595552,0
4.664389010487044,2.4711679751861815,1
-0.7437433827716533,9.419267839159279,0
3.764260582843344,0.5903699529763957,1
4.875493394336667,2.7440348778276986,1
5.475570948293243,0.8434628292831139,1
-2.2493148288043265,9.796108999975633,0
3.940153328235516,2.187149594674954,1
4.37000390093473,0.9944059681584246,1
3.800156994047325,1.3737770384967098,1
5.216435799283868,2.284419838484268,1
2.5724367361882248,1.8840496444279435,1
-2.2325068237227312,9.841469377234347,0
-3.170984087821138,9.866719462994547,0
5.118858661974493,2.3068317892276804,1
4.511961244747335,1.0176292433403062,1
-1.5551958595595479,9.665677379504121,0
-3.3987120526782735,8.198475843232885,0
-1.5458214938084285,9.427067055134822,0
3.8766196796855845,0.16828758327621296,1
-3.9245683651031644,8.593640805432964,0
5.698303323077689,0.21443019751761772,1
-3.2395642547698866,9.230744717780299,0
5.9453576433824304,1.9941735255734911,1
4.8996013379495835,1.0688530588363234,1
-1.7619040179294885,9.624656393631788,0
3.1246877740295496,3.3400439513852564,1
3.0123363983449387,2.021254630602114,1
4.9774814983033036,1.5612927178182647,1
4.621365700235711,1.684511045020594,1
3.6338614547283994,0.7589810711529998,1
-2.773854456290706,11.734455294787942,0
4.5253389909754835,3.2109859959141938,1
4.531118687771244,2.3748814060396732,1
3.0454511774337343,1.3737946609869591,1
3.977255077282255,2.5437683525338914,1
5.917543732016526,1.3815982951049022,1
5.169683014143384,3.4147383045986324,1
5.159225350469273,3.5059085969433097,1
-2.9945611708818536,9.096160267584645,0
5.5121994729487795,2.1565116896790837,1
4.19558557615199,2.350470176985584,1
-2.065378194906522,9.78892018162766,0
-2.300334028047995,7.0546160043185475,0
-2.7326604083786012,9.728286622290415,0
5.797989709728169,2.7648323779036676,1
5.023944285167409,1.9404749358466389,1
4.966806209992264,1.7540691551318677,1
-3.189222344631241,9.246539825359326,0
-3.5800901211138623,9.496758543441508,0
-3.186119623358709,9.625962417039192,0
4.631906194911484,3.4531138228307583,1
-2.409546257965109,8.510810474082124,0
4.422197633000881,3.071946535927922,1
-4.534340209710358,9.200740442967751,0
3.572258406845507,1.8307901989194386,1
-2.31013792747928,8.414069251039528,0
-3.3381926339748227,8.454105088001354,0
-2.4489674131117236,11.47752824068361,0
-2.743350997776086,8.780149171249143,0
4.8639713180385185,1.9857620847225268,1
-1.8229374326782366,7.401570257008672,0
-3.8868669910098412,8.076461088283201,0
5.140796023852483,0.995614439142181,1
3.779465470944149,1.5886141397109066,1
3.4566203235623263,-0.06606249381936857,1
-2.9883718608980403,8.828627151534507,0
-2.6704833347187593,9.418336985012862,0
-2.035959998479205,8.941457215541451,0
-2.8244668676930957,9.77325534869159,0
-1.2422864738661274,8.306616662579543,0
-2.949242109749734,9.145026705484415,0
4.168840530609779,2.2052196212983683,1
5.469284417411591,-0.23796562506715313,1
-2.9811294888421838,10.10323672516569,0
4.390914687749028,2.9447406348950875,1
-1.9383071123595832,10.149851768378923,0
-0.37616424839648355,7.062198328675821,0
2.936496396872947,1.9176219850441132,1
-2.1655793334842888,7.251245972835589,0
4.645122535946284,2.020150277705474,1
-1.0679243339866347,7.578423977018884,0
-2.4174368465172478,7.026717213597431,0
4.91033566200794,1.9229315744915951,1
-3.053580347577933,9.125208717908189,0
-1.6963355042137902,9.643914970121935,0
-2.281737688448621,10.32142888248075,0
2.7690869152022457,1.6216561998994234,1
2.6017543010502475,0.9650833730233279,1
4.180517936687857,1.1233253144759403,1
6.327020471300666,2.8548094408901825,1
