carat,depth,table,x,y,z,Cluster
5.0,70.0,53.286713436878216,3.0,3.0,2.0,0
5.0,67.91185229457575,54.5268434796538,10.0,10.0,2.0,2
2.2500000174137416,64.96393832644445,66.28801478746216,3.0,9.785909461366069,2.0,1
0.2,58.97370737300888,55.29234354549357,3.0,9.523870027237704,6.0,1
0.2,55.0,68.06492723086397,10.0,3.0,6.0,0
0.2,70.0,62.670751756090226,3.0,3.0,2.0,2
0.2,70.0,51.66605557687384,10.0,4.56041949915362,2.0,0
5.0,67.1021765787861,61.657135870024696,3.0,10.0,5.973717115505354,1
1.130428653999955,55.0,67.85196746639058,8.077663178434523,3.0,2.0,0
0.7434752429903992,64.04210303719405,61.722569428845006,3.0,10.0,2.0,1
5.0,68.57029396440205,59.93734516770854,5.098834019707633,5.032331205560419,5.020456555139597,2
5.0,55.0,55.02306661246931,3.0,6.70213221955336,6.0,0
5.0,60.85070249044785,61.912071616075785,3.0,7.756750081855723,2.0,0
0.2,57.213909383966076,67.05372552719786,7.205677304305067,10.0,2.0,2
0.2,70.0,65.58837786331519,8.607424111812987,3.0,2.0,0
0.2,70.0,63.92180055907982,3.0,8.505726742239906,6.0,2
4.779041223308732,57.12672712972811,64.28395658455857,3.7690661396591247,3.0,3.2680923468418346,1
0.2,70.0,50.0,4.083281421662211,10.0,2.0,2
5.0,56.37400772056144,54.105717369285074,10.0,10.0,2.0,2
0.2,70.0,51.18359023643822,10.0,8.175797105918576,2.0,1
5.0,59.95216427585188,57.97791808871513,3.0,3.0,2.3842754589009885,0
0.2,70.0,59.38867486264189,5.345448459777183,9.129202608968845,2.0,0
5.0,64.72742756948797,50.76732735830593,3.0,5.268806919222371,5.004002419126021,2
0.2,55.35143822679772,69.44863406695106,8.323999531575275,6.7377569017309025,2.648022781074571,1
1.2024356106975937,70.0,56.11742992088971,10.0,8.492484807417563,2.0,1
0.2,70.0,53.47793872356603,10.0,3.0,3.612213076985729,0
5.0,70.0,59.274945503486336,4.736514491458417,4.71878465376593,4.955341163576835,1
5.0,56.720222547358084,55.74987175835097,7.417386501997399,8.54586549542741,5.332847148959493,1
0.2,55.0,61.45840079018812,3.0,3.0,3.5247859100485908,1
0.2,69.31661095222229,50.0,3.0,5.719171177966928,5.662566166865934,1
0.2,70.0,50.0,7.083120725916594,6.1755817884223,2.7714324591640924,1
0.2,70.0,63.62065028551722,10.0,10.0,4.269421368928496,2
0.2,65.68155360166033,66.58210187174868,7.1351508011206555,5.081571668720241,5.556852583282214,2
2.014520316402883,69.50306695973592,57.51765586707975,3.0,10.0,3.6656474834532653,2
0.2,67.48936774217023,50.0,10.0,3.0,2.0,0
2.463271769451366,59.210711741589165,66.32704010734093,4.447476705773252,3.0,2.0,0
5.0,65.66263893778884,55.70955540885386,5.203023503290408,10.0,2.0,0
0.2,67.3667748409483,62.85113855463,3.0,10.0,6.0,0
5.0,70.0,50.0,10.0,3.0,6.0,2
0.2,70.0,50.0,7.596161697550823,8.215761013234081,2.0,0
5.0,70.0,60.91311672545616,3.0,3.0,6.0,2
5.0,60.976875748837045,58.80059340633019,10.0,10.0,6.0,0
2.105060730853454,67.62178553197778,70.0,10.0,10.0,5.862202428443571,2
0.2,66.5281096899235,50.0,10.0,3.0,2.0,1
0.2,62.558167535609286,52.887649912997745,3.0,10.0,6.0,0
2.7913700967722903,58.9100570962632,55.30643277439799,3.0,10.0,2.2727255217513704,0
0.2,65.94843844421344,58.59786194478807,7.097194156971274,3.0,2.0,0
5.0,55.0,62.41775071166699,5.704338637181315,10.0,6.0,1
4.245144571266503,66.84568545483533,61.40342600597509,3.0,10.0,6.0,2
0.2,58.17489875255036,50.0,10.0,5.7142593674243125,2.2600541707221824,1
5.0,64.32194771853355,66.36571960803626,10.0,3.0,2.0,2
5.0,55.0,58.01150004243824,10.0,3.981850677995642,5.647348338997784,0
0.2,67.37000469593774,56.51959181134132,3.0,8.524629804789877,6.0,0
3.6448576909823793,70.0,57.70149104459699,4.7918133170333395,10.0,2.0,2
0.2,63.30519812686979,60.00672405060999,3.0,10.0,2.0,1
5.0,70.0,56.617063951824946,10.0,7.856288828557173,4.531955203727262,1
3.8905032034494846,55.0,52.99903730856091,10.0,9.70432424152448,2.0,2
5.0,70.0,64.58305339754064,10.0,10.0,6.0,2
5.0,70.0,65.95864128218238,9.417283649095467,3.0,4.146063987500434,2
5.0,61.376760132123316,66.50432146155833,5.848002105407924,3.249068897255681,6.0,1
0.2,55.0,57.47564837625501,10.0,3.0,6.0,0
5.0,63.453818454024166,58.859695165971175,3.0,7.413574256622202,2.0,0
5.0,61.26820563325833,70.0,3.0,10.0,6.0,1
3.0539334603810797,61.75006558786452,62.814126021069384,4.684939824953135,3.924485872939668,6.0,1
0.2,66.49664705472823,59.3316606619015,6.855374608863954,9.07640991963552,6.0,2
0.2,60.58501564633924,50.0,8.830838436676919,3.0,3.8344524059525256,1
0.2,55.0,69.21674384958915,3.0,10.0,2.648783494372168,1
5.0,59.65337640131738,70.0,10.0,5.38092066416155,2.0,1
5.0,61.29213749562827,70.0,7.734145915699147,3.0,2.0,2
0.2,70.0,68.49848748539884,3.00919757278863,3.0,2.0,0
5.0,70.0,67.64443467129588,10.0,10.0,2.0,2
5.0,70.0,52.23579792030713,10.0,3.0,6.0,1
0.2,66.3399250341139,69.3814679397151,7.044655268787047,3.0,6.0,0
1.0055823992045088,64.44900813288852,50.0,8.116674352981553,3.0,2.0,0
5.0,60.80616063746612,50.0,4.731420925648246,10.0,6.0,2
5.0,60.90157069754713,68.07874505926664,6.147371488528316,4.889334487352077,6.0,2
0.2,55.0,63.97521553707019,9.103549072247501,3.0,2.0,2
0.2,63.37147620212199,64.79509690650193,8.860198115381262,9.63708951814866,6.0,2
5.0,70.0,65.95122386789546,3.0,8.962322928367108,6.0,2
0.2,55.0,61.890032435971904,10.0,3.0,6.0,2
0.2,66.7030951575125,52.564032978916345,5.909964454181122,10.0,2.0,1
0.2,64.22423244581164,55.40192475889167,8.214881341818588,8.66740950919859,2.0,2
3.125985273852668,59.67783202174574,55.24381814892717,8.423333065582682,4.4671847845895725,6.0,2
0.2,55.544315344343,61.689249032944716,10.0,3.0,6.0,2
0.2,59.7813576610342,50.8147363389224,7.510676560122417,3.0,2.9972679403518554,2
0.2,55.0,66.07466516162455,3.0,10.0,6.0,2
0.2,69.45016845086687,57.67420378641262,3.0,3.0,2.424033770067417,0
5.0,58.06930254154218,55.10533015743717,10.0,10.0,2.0,1
0.2,59.49423509161044,55.91344033758845,7.321678811710185,5.647646804805633,2.0,0
5.0,70.0,59.6352417318793,3.0,10.0,2.0,2
0.2,62.96379844585931,61.92259356745798,10.0,3.0,6.0,2
5.0,59.03821580167871,60.637640981141665,3.0,6.420682363628518,2.0,0
0.2,58.125594980731556,59.52744218782501,8.648692034357943,9.001599457515795,6.0,1
3.1637716691564663,59.81942649218317,63.03740411192571,10.0,10.0,6.0,2
0.2,66.2115165572175,66.01845030509041,5.470590110065266,10.0,4.304473619158825,1
5.0,55.0,50.0,6.176532961625774,3.0,3.5495357539076906,1
5.0,60.39468096876479,50.0,10.0,3.0,2.1451721770468057,0
0.2,65.59896425496999,65.17675432268916,10.0,10.0,2.0,1
2.2740107484238403,70.0,56.29768188426179,6.196401502305475,8.287512775420835,2.818530578917571,0
2.753183408555909,62.688271484722776,55.03526870472981,3.0,10.0,6.0,0
5.0,65.87831749718522,56.07930797001723,6.20226823989281,10.0,6.0,0
5.0,55.0,55.82801806259347,5.774155759182045,10.0,2.0,1
4.4166567711165925,70.0,60.97163769125549,3.0,10.0,4.333850988452341,1
1.3443491366563656,59.91409020842098,60.988599556501775,10.0,7.056343235589367,3.095648778422523,2
0.2,55.0,64.05995420740331,10.0,10.0,5.098699800123586,1
4.069671403435823,59.65396890246578,54.03969980459412,6.90642383153699,3.0,6.0,2
2.0975384341432095,66.03035874542772,50.0,3.0,6.9676403878526045,3.7721120136939317,0
2.465435827455951,70.0,70.0,8.54079904718107,10.0,5.193616788085411,2
3.940188280661282,55.0,59.11817218532335,10.0,6.730662332371007,2.0,2
0.2,63.883346967454315,50.0,10.0,3.8441099808442734,2.0,2
0.2,67.3405973136692,50.24321472905039,3.721656775746151,10.0,2.0,1
0.2,58.78809021981263,70.0,10.0,3.0,6.0,1
5.0,66.36288220119485,60.576920133013715,10.0,7.964185250752608,6.0,2
1.383836618276834,70.0,56.05902957649229,10.0,10.0,2.0,1
1.7858624708720063,70.0,60.28240703909378,3.0,3.0,2.0,0
0.2,64.42116377304718,57.59221509650854,3.0,3.0,5.965463662049696,1
1.568600022094414,70.0,50.107905391947064,10.0,10.0,2.0,0
0.2,58.786581357366195,63.597788010878524,8.041058156477975,3.0,4.073219597902171,0
0.2,62.808090746114395,59.99229587085207,10.0,7.0442873021305,6.0,1
0.2,61.05950976962038,56.21307281123366,6.806484050720578,3.0,2.0,2
5.0,70.0,60.322407716527394,5.344914229679969,10.0,6.0,1
0.2,64.69211734964094,50.0,10.0,7.612671035616457,3.1168774003191877,0
2.8941731971848075,68.3021822134834,50.0,3.0,3.0,6.0,1
4.57171005486604,56.94789155986669,60.51348844419657,10.0,9.316058000568718,2.4875206656065214,0
0.2,58.92190990547508,55.32403862167606,3.0,10.0,6.0,2
0.2,55.34485956917131,51.430015649225524,10.0,3.0,2.0,1
1.050933766240946,68.27004055551674,52.364820564394336,3.0,10.0,2.0,2
1.1400936811626559,59.283417272457356,65.8995408282203,10.0,3.0,5.645629484472337,0
0.2,66.01840735763781,56.54273730893557,3.0,10.0,6.0,2
4.531124498645778,62.01449106246021,59.856416053134865,3.0,9.59313605671396,2.0,1
4.1831335154452285,59.166115566999075,66.80720287832091,3.0,10.0,2.5442055773505876,0
2.8764174852796303,70.0,59.13208400455008,10.0,10.0,6.0,1
0.2,70.0,65.33469081642967,6.334294163040212,3.371317284792858,3.9390698073590933,0
0.2,56.301290253440555,53.422505619559985,3.305468474402267,3.0,2.0,1
5.0,64.57460144701933,56.926078504859355,3.0,8.649884684688802,6.0,1
0.2,67.34583200994868,57.68754195107545,4.994210322234179,7.243065064338649,2.0,1
0.2,70.0,50.60979685572169,3.0,3.0,6.0,0
0.2,58.27191425777658,50.836569888239154,7.856133866454607,3.0,6.0,0
3.242915779114962,57.98474894364837,60.95800015742777,6.078532045335083,10.0,2.0,2
0.2,55.0,70.0,3.532301106855409,6.596974995881423,2.0,2
1.2380464708129466,55.0,63.92728000585618,10.0,3.0733915706604282,6.0,0
0.2,60.54383895737074,50.0,3.8219116489390275,5.731521882277329,2.0,1
5.0,60.6523217571759,70.0,3.0,3.0,2.0,0
5.0,59.05361458937318,58.447695364969306,6.600525976382907,3.0,3.538232374049768,1
5.0,70.0,66.03359004354202,10.0,6.064542887617641,2.0,2
2.5835330812869306,60.25983753568171,56.988207206790086,3.0,3.0,2.0,0
0.4262516836320235,64.05700963392479,53.23908685832923,3.0,3.0005388724111968,2.0,0
0.2,65.94748463696291,61.764153128688896,3.0,3.1070988349899786,2.0,1
5.0,70.0,67.53180235647152,5.019110448587003,10.0,2.0,2
0.2,65.0839423814131,50.0,10.0,10.0,2.0,0
1.6660265607804194,55.0,56.89615672629805,3.0,10.0,6.0,1
3.771018797637714,55.0,53.91916723765061,5.482314957506639,10.0,2.0,0
5.0,58.674283625526215,53.78791021769232,10.0,10.0,2.0,0
4.736626064327055,63.051250069453694,58.01175783789932,10.0,3.088848824345121,6.0,2
0.2,55.0,60.2681282640665,5.749735245743894,10.0,2.0,1
4.330871491913446,63.64289961717851,61.09262920923015,3.0,3.0,6.0,0
5.0,63.025514710783234,56.30412597540939,4.463462381474787,3.0235103112096064,6.0,2
0.2,61.299049158683125,70.0,6.8829801642778365,3.0,2.0,2
0.2,69.77748956609489,54.72831507031131,4.976877641055471,9.999360612439268,6.0,1
0.2,55.506235781384646,53.76243928049884,3.0,5.152039112701206,6.0,0
0.2,55.0,50.0,7.8604568844937255,3.0,4.816965297973342,0
0.2,55.0,53.090119765214745,10.0,3.0,2.0,0
5.0,64.38703036226964,58.66335816679257,10.0,3.0,6.0,0
1.1260086735471506,55.0,50.0,3.0,3.0,2.0,0
5.0,55.0,59.45615188228106,10.0,3.0,2.0,1
0.2,70.0,55.43567538614536,3.0,4.527728762584669,6.0,1
0.2,62.98139778413874,51.04226669740392,10.0,3.0,3.641594160852933,0
2.377532670482301,61.647017114103164,63.16612163287897,3.0,3.0,5.4530677989783145,1
3.4162434213604227,61.19171847609017,50.0,3.0,5.503388184877357,2.0,0
0.2,55.0,61.850403788994896,3.0,7.312571359864864,6.0,0
0.2,66.79297378920067,50.0,7.989959004988638,10.0,6.0,2
0.2,65.22370095588866,53.24995862004142,10.0,10.0,6.0,1
0.2,62.50133245094305,54.69388247697791,10.0,10.0,6.0,2
0.2,55.557354857791644,64.71223656823679,9.936546642402616,10.0,2.0,1
0.2,68.9088793645335,58.91834246356047,3.5050058620701647,10.0,2.0,2
5.0,62.82425331214635,61.036463071162785,4.626456260661898,10.0,2.0,2
0.2,59.73860132453359,57.95259799787856,5.659745191046148,3.0,2.0369112530569597,2
5.0,55.0,61.63893245548465,3.0,5.456380712977218,6.0,2
5.0,59.25626076444996,50.0,4.197612334146098,3.0,5.184326444736981,1
2.9164944812005675,55.0,62.67759378343224,3.1532042019371347,3.0,6.0,0
5.0,63.18001791046351,62.05293972839065,3.0,10.0,2.0,1
5.0,58.518999700599764,61.75297038798398,7.0452035582174135,10.0,2.0,2
2.4384673609259364,70.0,56.93438315296891,5.413606094571519,10.0,4.204621516131871,1
5.0,57.62385823802136,54.49110835188866,10.0,3.0,2.0,1
0.2,57.767319616582185,50.0,10.0,10.0,2.0,1
5.0,55.0,53.62875158841462,3.4191969094481984,3.0,2.0,2
2.219702136746411,70.0,57.87975009092791,8.492892925097289,3.0,6.0,2
0.2,64.03764449212761,61.88997906973189,3.0,10.0,6.0,1
0.2,56.48312642818645,62.99503530451364,3.0,7.0715385399956014,3.535036503652102,1
0.2,70.0,56.79967510553396,9.176470587804987,3.0,4.934348879067295,0
1.696332913210534,64.58798848353747,57.99989120949524,6.7624308563632605,3.0,2.0,1
5.0,59.13179922668885,52.79891664592931,10.0,3.0,6.0,0
0.2,56.98236388550735,62.45418156946829,3.0,10.0,6.0,2
5.0,62.90617619337557,52.72534367777099,3.0,3.830047425881764,2.0,2
0.7780629977884481,55.0,59.7849712464086,7.777751525563061,10.0,6.0,0
1.7593161414744045,57.58662087932533,50.0,3.0,5.796300844111867,2.0,2
5.0,61.35431914406724,64.2256413763354,10.0,3.0,2.0,2
5.0,59.236018759799606,58.37310918459089,3.0,5.929766003998281,6.0,1
0.2,68.79458330741943,56.102967987457575,7.6412560124218025,3.0,2.0,0
0.2,61.87261924419676,56.62797357193521,3.7786439518759254,3.0,6.0,1
5.0,69.2018212640717,69.83482133237833,3.0501986120294537,10.0,6.0,2
5.0,55.0,55.035644868598254,10.0,10.0,2.0,2
3.987819154775773,55.0,55.408742875976124,5.695066147163478,3.0,6.0,1
5.0,64.05638008164294,63.533204618586254,3.0,10.0,2.2100916494991925,0
0.2,60.31334264342295,66.11953211656952,5.935298672358224,10.0,6.0,1
0.2,57.00807793669868,54.651427570734164,3.0,10.0,6.0,0
0.43925175785094167,61.895749204786725,54.146320060785726,6.88975520910035,3.0,2.0,0
5.0,63.81909921127904,52.252746107944844,10.0,10.0,2.4456851719759167,2
0.2,62.56087934413904,50.0,3.283645379291682,10.0,2.0,1
1.5048733291725145,55.0,55.14155598752594,6.7157492729191945,10.0,2.0,0
5.0,63.38368971572235,61.749471752929445,7.947245702730521,9.699323693367067,2.2221513780013686,1
0.2,60.521701668911554,54.349373960264415,4.6790180899596505,3.0,2.0,2
1.8896587888088487,63.85666416184945,57.43091604884381,5.615612653883844,10.0,6.0,2
5.0,62.319670665097696,50.0,3.0,6.526637483278023,3.6318405376637837,0
0.2,57.21516445935457,65.9812853176886,6.038744254859536,3.0,2.0,0
0.2,55.0,50.0,3.0,3.0,6.0,0
0.2,55.0,66.9461641242444,3.0,3.0,6.0,0
0.2,67.40262581002727,67.71270734826159,4.2641816500846765,10.0,2.0,0
0.5941179235552736,68.62621702231017,61.83263025263781,6.47312397789172,8.940723046333046,3.8700164070172365,1
0.2,55.0,59.152566140685956,3.0,10.0,6.0,1
1.0475132739977226,57.8422981977349,57.18314705948938,7.393457273393966,4.103910055507601,3.22133642878354,0
0.2,67.01290075397402,57.08316869676525,3.0,3.828401270922159,6.0,0
0.2,64.74846622064871,50.0,9.426633966499438,7.606864484672025,6.0,1
5.0,64.67152961516399,63.15306433135413,10.0,5.8443958004366685,5.560627620875283,1
5.0,69.8923372856978,59.755187145148604,3.0,3.216872610935554,6.0,2
0.2,55.0,58.12871595587081,10.0,3.0,2.857868789527066,0
0.2,70.0,65.76873324253384,9.270556138325315,10.0,2.0,1
0.2,63.592408943800976,59.07618365010797,3.0,10.0,2.0,2
5.0,61.004224169865935,55.63350829748968,4.030650539553679,4.965036985267329,2.0,1
0.6825557351322318,67.37900116003946,63.52476702745926,3.0,3.0,2.0,2
0.2,68.22164784102635,65.16401474085646,10.0,9.533229779560152,2.0,2
4.765902492125557,60.505461680552905,67.75529107211709,3.0,3.0,6.0,2
5.0,59.75856242744269,62.43043839882809,3.0,3.0659006438561205,6.0,1
5.0,57.24025125327482,64.89190567829414,3.0,3.0,6.0,2
0.2,61.325192835988105,57.02271385331166,5.031920142110521,3.2687771187645516,4.028436133121693,0
5.0,70.0,62.33546024676177,10.0,3.0,2.3650176006324743,2
0.2,60.562944371421864,51.945013814539756,3.0,3.0,2.0,0
0.2,66.17533026964848,50.0,3.0,3.0,3.331593850039154,0
0.2,66.1373848427038,68.69082788586104,10.0,10.0,2.0,1
0.2,57.49839171111858,50.766241217293086,5.773009556770781,3.0,4.55060573721932,2
0.2,55.0,53.68817242132206,6.86673290692759,3.0,2.0,0
0.2,62.411517513389875,58.88799558332225,3.0,8.016660769445718,2.0,0
0.2,58.013854425406244,53.924000531357606,3.0,3.0,2.0,1
0.2,58.51717541348908,60.01321254671776,5.65961052761277,8.704662992515011,6.0,0
5.0,64.31905645454408,56.42160171172845,10.0,3.0,2.8271111681452967,2
0.2,63.37686709570733,54.28874974514265,10.0,3.0,2.0,2
0.2,66.71750478272854,50.0,3.0,3.0,2.0,0
0.2,55.0,59.47340844709472,3.0,3.062968720990469,2.0,2
1.7912751237025457,65.1630130666942,61.98523714623525,10.0,3.0,2.0,1
1.5245546660518645,55.0,60.636057574829465,9.962439825034949,10.0,6.0,2
